target_id,date_id,customer_id,product_id,target_quantity,target_amount
175,32,123,5,396,35301.71
176,32,182,19,89,43112.83
177,32,42,34,308,11717.94
178,32,124,35,336,20551.0
179,32,44,15,452,47605.24
180,32,165,5,395,42990.88
181,32,44,12,435,37267.86
182,32,191,9,168,20040.2
183,32,153,5,317,29030.42
184,32,168,13,326,6418.55
185,32,12,32,336,37511.06
186,32,15,18,270,42098.29
187,32,195,24,137,48411.83
188,32,72,13,246,42079.25
189,32,126,16,345,31886.47
190,32,103,20,149,18950.41
191,32,198,35,226,43690.73
192,32,21,23,121,47993.01
193,32,35,36,474,22700.58
194,32,104,6,98,7691.22
195,32,173,2,106,34450.66
196,32,25,36,232,46563.08
197,32,77,33,431,35047.81
198,32,30,6,470,17245.36
199,32,77,6,478,33976.5
200,32,160,17,329,48842.57
201,60,28,15,466,16104.47
202,60,191,1,480,42974.05
203,60,36,17,133,33903.19
204,60,89,22,201,14840.13
205,60,43,30,59,15970.09
206,60,86,13,190,12800.57
207,60,93,1,204,13252.63
208,60,92,34,239,11646.15
209,60,194,3,403,22494.28
210,60,179,35,148,49559.08
211,60,66,2,355,29354.91
212,60,67,13,179,8776.27
213,60,3,34,189,32154.61
214,60,107,36,338,20123.65
215,60,9,22,170,24497.9
216,60,31,1,271,40976.38
217,60,75,23,282,5169.14
218,60,10,17,223,29733.4
219,60,182,16,169,24871.52
220,60,197,14,358,38670.61
221,60,3,1,117,22920.85
222,60,154,15,224,21251.96
223,60,26,35,310,23654.3
224,60,116,15,322,21239.83
225,60,82,18,117,21797.31
226,60,38,20,361,5139.47
227,60,80,12,469,28934.28
228,60,46,26,267,13791.95
229,60,40,34,285,15375.28
230,60,70,17,125,19946.77
231,60,109,30,271,36113.88
232,60,196,28,327,41577.31
233,60,171,6,115,6678.98
234,60,52,24,280,42421.5
235,60,199,12,476,5720.39
236,60,43,14,288,24550.15
237,60,160,4,495,20651.14
238,60,181,36,235,35767.18
239,60,34,33,317,26317.09
240,60,99,8,364,10635.22
241,60,190,25,444,26912.3
242,60,193,35,483,24164.23
243,60,170,34,388,24615.5
244,60,130,15,354,44112.06
245,60,85,6,114,31069.71
246,60,47,11,257,28584.45
247,60,94,9,330,25226.87
248,60,89,6,231,20513.51
249,60,22,29,126,46447.28
250,60,200,5,71,37261.27
251,60,93,10,245,40580.78
252,60,148,1,341,24142.82
253,60,198,1,297,44227.14
254,60,35,12,365,29509.66
255,60,180,31,313,23473.08
256,60,128,1,52,26747.76
257,60,79,35,242,35437.51
258,60,126,14,399,22397.74
259,60,91,12,133,18166.73
260,60,75,35,120,24123.56
261,60,118,30,156,14820.03
262,60,188,34,181,28601.89
263,60,9,13,124,12915.89
264,60,152,3,61,26064.49
265,60,48,2,223,23763.43
266,60,186,33,482,36332.77
267,60,105,30,269,6499.13
268,60,19,1,194,37653.84
269,60,191,13,270,16047.01
270,60,25,12,490,38481.62
271,60,70,33,129,36660.92
272,60,83,4,141,42204.18
273,60,76,11,261,8652.17
274,60,164,25,312,19938.19
275,60,121,5,74,38645.88
276,60,144,19,433,44868.7
277,60,21,7,60,13412.56
278,60,53,35,256,33512.07
279,60,197,13,415,22289.62
280,60,179,6,54,30561.57
281,60,85,31,362,35141.75
282,60,33,4,365,20966.98
283,60,121,15,232,9997.0
284,60,43,5,163,35496.48
285,60,72,23,291,46842.31
286,60,13,5,431,32665.46
287,60,75,3,71,26212.81
288,60,74,1,228,32721.9
289,60,166,24,86,44197.54
290,60,89,25,347,29650.94
291,60,35,11,103,24394.81
292,60,66,28,59,32142.78
293,60,26,17,235,41142.07
294,60,79,13,245,26928.55
295,60,74,17,405,48983.1
296,60,14,7,355,49026.84
297,60,197,25,123,23828.57
298,60,156,19,449,23780.81
299,60,72,1,121,5042.04
300,60,104,11,121,44260.82
301,91,78,6,377,14191.95
302,91,50,35,452,14610.59
303,91,122,3,430,44834.84
304,91,135,11,63,19018.9
305,91,172,24,413,43215.56
306,91,119,4,78,26078.01
307,91,31,34,80,32963.53
308,91,117,3,151,27944.92
309,91,145,7,190,20921.75
310,91,19,12,351,38063.15
311,91,198,16,427,46571.59
312,91,51,34,401,36102.24
313,91,155,1,402,49187.71
314,91,43,21,318,45268.08
315,91,40,1,253,40089.16
316,91,46,27,343,48367.15
317,91,109,28,470,11281.47
318,91,58,15,141,44343.76
319,91,180,36,102,39431.85
320,91,61,6,211,28031.82
321,91,63,7,66,17330.23
322,91,178,19,231,45865.9
323,91,179,35,78,29789.19
324,91,61,9,293,47687.02
325,91,48,35,94,30137.81
326,91,135,27,191,10302.78
327,91,138,17,131,46901.91
328,91,181,14,431,13601.94
329,91,181,3,293,47000.71
330,91,81,24,128,30476.31
331,91,48,25,198,13137.86
332,91,52,26,202,48253.03
333,91,179,25,229,42949.71
334,91,105,15,366,6437.43
335,91,180,14,187,46757.4
336,91,25,25,179,48319.56
337,91,48,17,325,25251.77
338,91,77,15,176,40049.5
339,91,9,15,335,23663.03
340,91,62,3,177,17828.95
341,91,96,13,132,6271.29
342,91,105,21,298,38585.17
343,91,75,30,187,49086.18
344,91,14,13,230,17765.38
345,91,92,29,251,35445.91
346,91,55,13,491,9348.46
347,91,156,4,117,39694.04
348,91,165,16,193,6480.95
349,91,104,3,159,37435.25
350,91,166,12,276,17568.85
351,91,53,4,177,6045.63
352,91,124,8,271,10413.95
353,91,151,15,307,33117.09
354,91,180,7,414,41240.78
355,91,35,9,455,22214.49
356,91,161,12,354,28022.09
357,91,87,8,411,19487.51
358,91,13,19,399,16765.37
359,91,53,31,458,19858.34
360,91,61,25,313,43000.62
361,91,132,20,238,20634.85
362,91,41,29,168,49990.5
363,91,99,30,368,31878.37
364,91,78,30,180,31594.21
365,91,25,1,333,6653.57
366,91,88,21,484,25516.7
367,91,95,22,285,33796.98
368,91,18,8,368,14621.12
369,91,197,5,61,44830.18
370,91,20,6,98,24714.95
371,91,7,20,96,9985.8
372,91,150,16,156,25068.4
373,91,97,36,59,31037.05
374,91,166,36,484,7618.66
375,91,160,8,92,44144.31
376,91,138,28,141,12458.35
377,91,166,7,432,31552.9
378,91,126,28,265,39419.52
379,91,32,36,368,12741.98
380,91,85,36,422,22353.99
381,91,37,16,109,36108.72
382,91,104,3,194,15759.81
383,91,22,35,481,25137.95
384,91,128,31,374,30581.45
385,91,53,35,120,33992.93
386,91,40,9,372,10943.83
387,91,118,23,81,38174.64
388,91,151,13,121,19992.81
389,91,17,31,208,30909.05
390,91,72,28,296,13012.76
391,91,32,18,337,7688.51
392,91,31,26,451,33932.4
393,91,196,27,257,47939.25
394,91,157,14,435,48736.8
395,91,166,32,203,11063.99
396,91,193,13,52,28953.96
397,91,105,8,85,7308.01
398,91,3,31,325,8093.32
399,91,70,8,460,7129.96
400,91,72,22,396,46656.94
401,121,117,9,221,7782.59
402,121,3,14,329,9582.65
403,121,86,21,74,48538.88
404,121,97,18,59,9768.77
405,121,29,30,462,27308.82
406,121,71,26,68,10488.9
407,121,13,25,107,20172.41
408,121,11,26,157,27711.49
409,121,15,6,177,36400.79
410,121,53,13,144,9116.45
411,121,125,31,210,33570.92
412,121,169,30,349,34111.48
413,121,34,6,145,37628.74
414,121,157,27,488,35469.28
415,121,97,6,327,27355.01
416,121,11,28,278,19471.24
417,121,127,31,301,47555.53
418,121,94,30,107,44875.38
419,121,58,9,78,46506.22
420,121,6,25,440,8481.14
421,121,120,29,246,35791.07
422,121,52,30,101,21182.02
423,121,74,24,214,25796.33
424,121,186,10,418,22577.13
425,121,107,30,491,41888.05
426,121,31,9,50,39602.32
427,121,188,10,208,13827.7
428,121,88,36,213,17014.52
429,121,24,27,305,12114.21
430,121,169,6,352,15894.6
431,121,51,29,135,25504.76
432,121,139,23,261,49849.53
433,121,39,10,149,46895.85
434,121,151,18,145,25169.44
435,121,153,14,390,48912.22
436,121,147,21,434,19855.86
437,121,86,5,340,6688.31
438,121,139,6,65,43002.5
439,121,44,10,330,13399.02
440,121,26,3,249,5839.66
441,121,142,1,322,48263.38
442,121,6,20,479,7408.67
443,121,182,30,219,35402.3
444,121,184,11,55,23592.2
445,121,116,15,298,8632.58
446,121,87,6,444,41675.23
447,121,77,4,188,48742.87
448,121,54,27,225,8018.76
449,121,196,29,78,36873.23
450,121,193,32,51,32085.93
451,121,107,19,381,6408.54
452,121,91,27,425,18834.33
453,121,139,19,148,13818.46
454,121,24,21,78,49459.43
455,121,77,19,70,19428.94
456,121,9,12,315,42313.67
457,121,183,22,66,49963.34
458,121,158,13,311,20436.57
459,121,48,21,305,45076.23
460,121,36,29,152,47152.06
461,121,99,23,171,9354.28
462,121,11,35,239,17618.29
463,121,20,13,454,26544.88
464,121,57,1,218,43732.07
465,121,97,6,68,11918.33
466,121,54,36,342,26458.08
467,121,199,20,363,22390.88
468,121,7,26,396,47823.96
469,121,52,26,499,9222.76
470,121,177,3,440,10447.95
471,121,180,24,449,29107.78
472,121,14,23,466,42776.59
473,121,55,36,167,26555.31
474,121,21,32,116,42816.97
475,121,72,23,116,48384.62
476,121,5,32,88,5166.48
477,121,170,1,296,29926.2
478,121,26,11,240,16155.01
479,121,4,5,474,46734.5
480,121,118,3,263,13024.81
481,121,151,26,399,46439.49
482,121,103,33,481,7146.09
483,121,172,30,147,14885.63
484,121,122,14,69,20366.53
485,121,84,35,272,37323.85
486,121,103,20,394,49375.63
487,121,35,16,120,7253.67
488,121,77,30,489,44721.01
489,121,8,32,153,13973.2
490,121,149,19,403,13364.69
491,121,16,36,416,45917.95
492,121,170,9,118,8721.73
493,121,86,5,114,26196.44
494,121,196,18,116,19129.23
495,121,136,27,164,36519.16
496,121,161,29,141,8527.72
497,121,149,2,217,34103.71
498,121,45,31,202,38909.07
499,121,125,19,159,7957.27
500,121,61,16,388,11139.67
501,152,168,1,104,6727.07
502,152,146,18,108,44104.92
503,152,12,2,63,23803.62
504,152,67,15,354,39326.14
505,152,9,30,337,29871.27
506,152,100,18,275,10298.71
507,152,167,2,423,39656.42
508,152,81,10,346,49553.92
509,152,200,19,424,24821.32
510,152,14,29,271,37639.79
511,152,25,5,316,24210.16
512,152,178,18,427,49506.89
513,152,27,7,181,13352.33
514,152,108,36,172,40985.3
515,152,127,11,162,40825.56
516,152,177,36,97,27385.46
517,152,11,28,190,23279.03
518,152,101,29,386,32176.23
519,152,139,27,289,19256.95
520,152,17,8,226,34720.55
521,152,114,33,290,45307.57
522,152,178,24,396,40970.73
523,152,165,1,101,35134.03
524,152,144,10,477,16787.93
525,152,176,22,114,33185.45
526,152,84,19,247,30857.02
527,152,136,21,271,17582.79
528,152,175,10,213,41190.84
529,152,30,32,347,8152.51
530,152,199,19,393,22552.43
531,152,87,36,65,7818.04
532,152,152,3,499,44430.16
533,152,150,2,299,45810.2
534,152,188,30,474,21994.49
535,152,165,22,116,11287.49
536,152,38,14,320,31081.38
537,152,95,8,299,7082.39
538,152,165,22,490,12738.72
539,152,49,33,449,41818.46
540,152,60,33,53,21804.44
541,152,147,12,137,33623.42
542,152,14,23,248,16806.21
543,152,90,16,463,6307.24
544,152,53,18,302,40531.27
545,152,26,21,313,29469.13
546,152,166,28,241,21856.48
547,152,102,16,82,39510.94
548,152,164,3,133,7952.14
549,152,15,19,54,24203.89
550,152,27,18,326,41910.08
551,152,183,22,498,31001.98
552,152,150,9,391,29647.21
553,152,166,16,295,6978.58
554,152,41,36,226,6438.75
555,152,62,35,271,34498.35
556,152,68,35,190,9216.19
557,152,47,9,99,33744.9
558,152,150,5,134,14447.94
559,152,147,33,336,42255.34
560,152,120,32,128,21141.41
561,152,87,16,326,39048.64
562,152,176,35,290,26819.56
563,152,173,14,176,40910.85
564,152,121,5,460,45113.52
565,152,150,19,473,40806.73
566,152,97,35,360,21629.32
567,152,195,33,162,9238.75
568,152,106,23,363,8622.81
569,152,64,4,176,13115.53
570,152,72,6,372,21359.82
571,152,160,29,455,9136.91
572,152,42,36,95,40286.29
573,152,133,22,182,38042.96
574,152,94,30,99,35440.44
575,152,134,10,175,16625.96
576,152,127,30,330,11541.64
577,152,133,16,110,14749.26
578,152,53,3,493,23513.06
579,152,51,3,435,29521.97
580,152,187,9,409,33003.01
581,152,90,35,457,32058.31
582,152,27,12,475,31174.04
583,152,120,16,385,23703.54
584,152,174,22,340,29866.28
585,152,48,15,148,43786.6
586,152,187,17,450,11919.14
587,152,183,16,171,47334.47
588,152,28,28,392,22407.82
589,152,46,7,385,24753.56
590,152,26,4,178,32534.04
591,152,84,22,335,31029.8
592,152,163,32,455,28509.86
593,152,108,27,83,20287.78
594,152,198,31,288,14289.81
595,152,182,2,366,9779.9
596,152,139,4,256,30877.82
597,152,105,4,465,18862.03
598,152,197,13,260,15796.95
599,152,185,7,432,9285.86
600,152,153,6,315,6633.44
601,182,105,16,327,14021.21
602,182,156,9,92,39218.26
603,182,66,34,331,18874.95
604,182,133,20,100,9261.48
605,182,85,26,487,9340.14
606,182,25,27,307,27122.0
607,182,111,1,171,34616.95
608,182,60,34,449,48753.05
609,182,31,3,418,27504.66
610,182,7,26,490,11657.5
611,182,109,16,119,11525.47
612,182,139,12,229,20408.04
613,182,39,10,460,42646.29
614,182,35,16,205,44275.65
615,182,60,30,263,19017.01
616,182,48,5,471,7738.63
617,182,32,14,457,47030.27
618,182,14,30,193,40678.06
619,182,102,2,50,22841.0
620,182,190,3,413,34241.29
621,182,109,1,120,42716.83
622,182,81,24,155,14107.88
623,182,76,23,481,15778.3
624,182,180,36,178,17192.03
625,182,1,7,408,27343.89
626,182,162,6,73,20671.68
627,182,15,36,265,46056.52
628,182,20,24,92,38758.2
629,182,82,26,315,28576.29
630,182,190,9,71,32933.06
631,182,39,29,258,7735.18
632,182,45,36,433,18076.55
633,182,16,9,379,14599.5
634,182,130,6,315,8495.35
635,182,44,28,273,31092.36
636,182,188,20,292,47269.2
637,182,195,30,275,43660.44
638,182,93,29,207,13939.36
639,182,13,29,387,20477.28
640,182,21,21,368,14149.9
641,182,89,23,166,40242.41
642,182,62,18,285,14280.29
643,182,176,26,309,24889.47
644,182,18,19,142,32531.43
645,182,153,5,132,23376.87
646,182,111,22,216,39266.57
647,182,56,21,284,35538.75
648,182,166,5,428,26608.92
649,182,95,19,311,30653.49
650,182,132,14,276,43530.8
651,182,97,27,82,15977.28
652,182,54,5,71,22104.89
653,182,184,12,71,46891.88
654,182,199,3,54,16598.49
655,182,117,13,113,21975.74
656,182,59,27,310,11602.9
657,182,162,36,385,14977.47
658,182,6,11,301,44180.23
659,182,184,20,279,31458.32
660,182,159,24,136,17418.37
661,182,67,8,162,24931.62
662,182,101,4,452,25814.28
663,182,9,26,195,38209.27
664,182,172,5,296,8238.71
665,182,38,9,205,20677.2
666,182,145,36,104,16715.42
667,182,50,5,448,5005.61
668,182,176,22,88,11612.64
669,182,136,30,184,10689.1
670,182,38,26,92,5356.18
671,182,84,13,171,12929.73
672,182,24,1,444,42733.97
673,182,15,34,276,37840.64
674,182,128,12,286,22560.68
675,182,122,2,175,23251.89
676,182,106,3,154,19982.64
677,182,4,24,305,17012.23
678,182,129,16,284,35332.96
679,182,7,18,268,14389.17
680,182,138,22,455,40254.59
681,182,141,6,443,24046.85
682,182,196,1,465,18949.62
683,182,125,16,392,24031.01
684,182,157,8,110,5889.7
685,182,42,15,374,38125.1
686,182,199,30,170,19048.75
687,182,113,19,371,7815.55
688,182,181,22,203,6200.36
689,182,10,29,168,33154.51
690,182,67,29,311,37316.85
691,182,118,19,422,43083.72
692,182,150,18,420,7509.52
693,182,41,27,245,15125.14
694,182,116,23,396,29500.32
695,182,169,22,104,30894.76
696,182,156,29,150,46807.22
697,182,109,12,401,44970.97
698,182,103,6,92,19159.77
699,182,124,3,238,41489.41
700,182,138,8,54,20648.31
701,213,51,23,149,28576.65
702,213,149,25,74,5097.31
703,213,73,1,350,46605.33
704,213,122,9,201,14465.7
705,213,30,5,346,8189.53
706,213,101,29,298,28209.7
707,213,175,8,157,24245.65
708,213,198,8,338,40117.56
709,213,112,4,191,16124.57
710,213,196,11,222,20963.16
711,213,5,1,125,32183.38
712,213,138,2,496,39011.73
713,213,146,29,372,24754.47
714,213,172,36,429,16175.31
715,213,133,13,206,35720.55
716,213,78,14,207,32338.91
717,213,153,17,487,28994.44
718,213,74,29,405,25604.19
719,213,122,36,297,8252.45
720,213,157,5,369,37417.07
721,213,195,27,385,29510.56
722,213,113,27,447,27249.49
723,213,22,4,365,30085.82
724,213,32,13,233,16767.75
725,213,32,31,290,6756.5
726,213,178,29,169,42785.91
727,213,97,35,262,43819.12
728,213,139,28,187,39401.91
729,213,54,35,374,35561.96
730,213,174,28,234,33256.54
731,213,168,10,145,38527.87
732,213,55,31,191,44218.55
733,213,148,29,55,43953.33
734,213,70,2,55,34304.35
735,213,32,7,262,12990.26
736,213,45,15,243,17911.32
737,213,102,23,346,43246.81
738,213,99,28,62,34864.74
739,213,141,4,148,46383.42
740,213,53,36,135,31662.71
741,213,2,29,470,48724.38
742,213,109,19,158,8252.13
743,213,64,26,307,12694.93
744,213,111,32,307,39397.22
745,213,37,4,396,36476.91
746,213,41,2,383,33548.83
747,213,87,13,259,25657.05
748,213,170,28,149,32205.54
749,213,194,24,459,26694.71
750,213,14,16,361,41751.52
751,213,191,19,337,40976.79
752,213,2,29,139,30744.29
753,213,179,23,353,21427.49
754,213,18,35,75,35367.0
755,213,120,23,430,13475.56
756,213,108,11,252,22851.31
757,213,139,3,145,42327.38
758,213,30,16,428,37137.7
759,213,4,26,256,27441.45
760,213,200,23,197,12937.26
761,213,37,8,270,12656.2
762,213,43,28,233,43442.83
763,213,70,35,444,49906.42
764,213,166,29,53,13423.42
765,213,163,20,362,18325.09
766,213,139,17,132,20259.06
767,213,46,2,88,7758.13
768,213,147,8,127,26265.47
769,213,28,35,178,9171.19
770,213,110,31,350,49277.47
771,213,26,35,465,38626.73
772,213,46,12,388,41361.82
773,213,11,34,336,28191.46
774,213,47,12,493,24520.72
775,213,104,25,370,33605.89
776,213,141,33,494,37334.29
777,213,66,9,271,12457.18
778,213,152,16,466,21945.2
779,213,59,28,462,12874.67
780,213,115,29,268,13513.27
781,213,57,21,306,17609.46
782,213,4,29,103,31122.14
783,213,46,32,286,34585.03
784,213,120,7,87,38676.63
785,213,102,19,316,30205.44
786,213,120,34,63,9438.95
787,213,158,20,73,6506.59
788,213,110,4,105,12351.59
789,213,33,23,74,20659.2
790,213,50,29,203,13795.83
791,213,104,33,439,13421.27
792,213,158,8,436,5540.96
793,213,157,5,216,14812.92
794,213,112,25,435,36064.88
795,213,190,20,413,25959.89
796,213,10,34,421,36043.74
797,213,97,21,73,40666.34
798,213,84,7,498,46608.45
799,213,188,32,443,33355.84
800,213,74,11,164,25563.6
801,244,16,10,194,39892.96
802,244,80,15,160,41945.55
803,244,187,14,229,13568.16
804,244,94,12,280,7378.35
805,244,16,8,98,26582.86
806,244,17,8,408,44609.56
807,244,154,16,401,37910.46
808,244,93,29,485,9949.11
809,244,196,33,242,36612.89
810,244,194,34,468,44072.89
811,244,71,10,57,48950.78
812,244,36,24,150,17656.87
813,244,173,31,412,41132.06
814,244,170,17,314,36557.19
815,244,65,29,302,18986.59
816,244,55,4,329,31693.27
817,244,32,19,203,23680.76
818,244,142,17,485,31270.74
819,244,36,14,95,39460.55
820,244,53,18,391,10166.12
821,244,186,11,332,12035.13
822,244,176,20,434,38407.2
823,244,114,22,295,29552.91
824,244,127,28,183,39660.1
825,244,60,18,209,9397.98
826,244,120,15,243,23199.57
827,244,61,23,177,26022.89
828,244,27,2,184,9792.18
829,244,141,26,425,24163.38
830,244,50,30,263,33326.12
831,244,1,35,191,23700.44
832,244,50,24,167,15084.12
833,244,141,28,250,37479.51
834,244,10,5,305,47974.2
835,244,194,7,378,32719.63
836,244,171,22,134,45562.69
837,244,74,15,450,42009.16
838,244,39,14,491,11520.31
839,244,76,29,343,28218.38
840,244,127,31,83,11525.24
841,244,10,34,320,41911.08
842,244,91,28,115,9353.73
843,244,141,12,495,16061.2
844,244,124,16,181,21165.94
845,244,71,9,462,15373.38
846,244,181,5,274,21696.23
847,244,142,24,378,27985.95
848,244,134,23,283,5830.46
849,244,100,36,172,41364.74
850,244,27,29,57,6881.02
851,244,156,14,170,31873.79
852,244,39,27,312,41100.54
853,244,105,24,385,48424.27
854,244,61,31,493,30945.59
855,244,200,35,206,33938.45
856,244,51,32,366,47904.89
857,244,63,35,410,49795.08
858,244,198,9,310,19922.74
859,244,101,7,121,49784.31
860,244,1,18,112,5948.4
861,244,47,11,163,44294.39
862,244,188,24,460,45293.8
863,244,191,28,112,6999.09
864,244,93,24,286,11781.55
865,244,123,20,199,17822.3
866,244,44,10,428,44289.62
867,244,119,20,485,21602.8
868,244,4,12,120,47194.3
869,244,90,23,166,21518.19
870,244,53,13,371,47176.55
871,244,189,13,112,6543.41
872,244,190,14,461,5463.35
873,244,144,31,111,22632.47
874,244,92,5,220,14309.12
875,244,112,2,471,45012.76
876,244,123,29,202,28437.19
877,244,136,13,359,48480.36
878,244,190,22,437,39578.18
879,244,116,22,86,30099.74
880,244,146,14,110,13195.77
881,244,140,18,483,17674.32
882,244,33,14,452,46717.73
883,244,113,13,465,42892.52
884,244,52,34,276,23631.41
885,244,12,1,483,27887.36
886,244,192,11,499,38640.24
887,244,15,3,245,37760.34
888,244,170,6,179,32740.39
889,244,197,12,248,27253.96
890,244,16,10,54,18698.77
891,244,93,24,286,46464.76
892,244,106,26,127,10497.54
893,244,17,33,105,29214.49
894,244,129,3,234,5196.35
895,244,112,31,431,15111.72
896,244,1,4,478,27635.64
897,244,165,26,486,12100.66
898,244,92,29,151,34063.14
899,244,142,36,229,11906.78
900,244,79,5,156,40295.54
901,274,122,24,115,7865.48
902,274,150,13,370,41036.64
903,274,86,34,122,21506.16
904,274,167,3,346,22432.48
905,274,165,14,69,41882.6
906,274,43,31,93,21195.01
907,274,81,12,469,39746.28
908,274,138,32,284,35544.51
909,274,67,16,92,14587.33
910,274,198,36,391,20756.83
911,274,165,12,339,18788.31
912,274,143,28,321,42575.68
913,274,100,3,98,31147.64
914,274,23,25,93,39582.67
915,274,120,27,149,26427.81
916,274,118,9,325,37632.48
917,274,153,3,271,12940.18
918,274,91,17,459,46928.18
919,274,37,22,130,47771.86
920,274,73,10,108,26740.02
921,274,121,16,53,29147.21
922,274,183,5,217,15190.81
923,274,189,24,222,16102.02
924,274,61,27,88,34352.2
925,274,126,16,55,38548.9
926,274,62,8,125,34138.92
927,274,50,22,389,35964.07
928,274,169,21,208,40352.39
929,274,173,2,91,30188.03
